Terrain_Type,Timestamp,Weather_Condition,Irradiance_W_m2,Panel_Bus_Voltage,Shunt_Current,Temperature_Ambient,Temperature_Panel,Humidity_Relative,Atm_Pressure,Altitude_Approx,Panel_Tilt_Angle_Z,Dust_Density_g_m2,RGB_Red,RGB_Green,RGB_Blue,Motion_Detected,Current_Predicted,Voltage_Predicted,Power_Predicted,Efficiency_Predicted,Efficiency_Drop_Percent,Ideal_Max_Power,Heat_Dissipation_C,Root_Cause_Class,Recommended_Action
Desert,2025-06-29 02:00:00,,956.2272117499231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78279631755447,0.40806862606683947,0.19919094351997238,0.31616134738874563,Stable,3.555835331098223,10.592175284506741,37.66403110983444,2.6240479367233913,86.91622211757137,286.8681635249769,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-06-29 03:00:00,,608.7994742892217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.254545633798411,0.4229934703746013,0.3231393693264154,0.28676207221448113,Stable,4.2681402400954775,21.1081922704071,90.09272482499685,9.854824167228845,50.9405346339218,182.6398422867665,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-06-29 04:00:00,,828.9190864830352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.287727593497214,29.551390205119215,244.91387202916982,19.68161990079999,1.9072154081936743,248.67572594491057,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-06-29 05:00:00,,865.108686031201,0.0,0.0,-8.257382932331636,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,8.040163888974565,29.790927589364646,239.52394022306572,18.44388689488393,8.063737558310557,259.5326058093603,8.257382932331636,Normal_Operation,No action required. System healthy.
Coastal,2025-06-29 06:00:00,,114.24236610631579,0.0,0.0,0.0,0.0,93.86240071136949,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,1.0556847781549126,28.469113048739207,30.054409293125374,17.436638685896707,14.794158327044116,34.27270983189474,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-29 07:00:00,,673.9187151215647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.032883555406187,0.41389303916855685,0.36278259592602174,0.26030434922525003,Stable,0.9346694824655574,4.0001545419431555,3.738822375500258,0.3694933684637679,98.15980752216248,202.1756145364694,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Coastal,2025-06-29 08:00:00,,307.84676463624896,0.0,0.0,0.0,0.0,87.1435933082621,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,2.8606350644072105,29.8698706619951,85.4467993850114,18.4641986842414,8.470153947780435,92.35402939087469,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-06-29 09:00:00,,623.5095204661419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.873885617175059,28.499559566088784,167.40315303107278,17.879903835063985,10.980797384653362,187.05285613984256,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-29 10:00:00,,968.7832461028381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.91287236648627,0.49915250743394757,0.32737188857077754,0.28000326631761807,Stable,2.477004454830656,8.104103942414616,20.073901567771685,1.3804324358491078,93.11677152294683,290.63497383085144,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-06-29 11:00:00,,1120.1674958056863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.372545309590635,0.41124261777744586,0.23335960105882506,0.24694582356101227,Stable,2.2847101679515376,6.25199028661835,14.283985777771191,0.8496044735267145,95.76206045505175,336.05024874170584,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-06-29 12:00:00,,815.8082161034158,0.0,0.0,0.0,0.0,93.16623520161424,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,5.67867278895958,19.53845481712952,110.95249170834963,9.059473765391475,54.85009406711949,244.74246483102473,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Coastal,2025-06-29 13:00:00,,638.2615059788825,0.0,0.0,0.0,0.0,89.60330646521109,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,4.096779124265062,19.142970459392618,78.42452175446245,8.182925208398881,59.255427803142936,191.47845179366473,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-06-29 14:00:00,,304.80734002167605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,2.870295755090032,29.178445047716238,83.75076696058768,18.2777727131971,9.40202078408272,91.44220200650281,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-06-29 15:00:00,,779.3343090045574,0.0,0.0,-4.414884384094338,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.353741353728599,29.721958270481476,218.56759364743536,18.680967542751993,6.913406651744491,233.80029270136723,4.414884384094338,Normal_Operation,No action required. System healthy.
Plain,2025-06-29 16:00:00,,585.9371864427068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.739090534222727,27.524778086574745,157.96719337324228,17.952739602818916,10.642515861091118,175.78115593281203,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-06-29 17:00:00,,674.0757318073477,0.0,0.0,0.997761097805359,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.374163168270667,27.7421914138292,176.83325471714483,17.47168056205033,12.985489459301835,202.2227195422043,-0.997761097805359,Normal_Operation,No action required. System healthy.
Himalayan,2025-06-29 18:00:00,,751.1158911623572,0.0,0.0,1.8478687600505364,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Snow_Slide,6.798163872836958,28.777226813509944,195.6323036840383,17.348305627891452,13.565067366502515,225.33476734870717,-1.8478687600505364,Normal_Operation,No action required. System healthy.
Plain,2025-06-29 19:00:00,,464.17835712743033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.208253020710665,29.16280801238204,122.72447491051192,17.600772820846302,12.498106168882572,139.25350713822908,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-06-29 20:00:00,,271.2805177319121,0.0,0.0,0.0,0.0,88.19694055177933,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,2.6376803787070404,29.431736209914952,77.63151311217419,19.03102699490691,5.76887896582009,81.38415531957362,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-06-29 21:00:00,,706.7805447364675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.70345009888648,27.81816822233883,186.47770252087795,17.57282611951804,12.465822604982202,212.03416342094025,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-29 22:00:00,,919.2676600869439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.654736779644892,0.4149686814880712,0.3694721566758897,0.25924733846630393,Stable,1.7364109246392139,6.258447541043768,10.867236681549825,0.7875371364750647,96.07369572218406,275.7802980260832,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-06-29 23:00:00,,811.3043041681582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.89933313470177,0.4577827098549866,0.3380674281686717,0.2797258455585052,Stable,3.363816782508673,12.466734828514769,41.935811839243364,3.4431289906934497,82.84070941125789,243.39129125044744,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-06-30 00:00:00,,624.1244416242589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15319992902462,0.39491590600356596,0.317150598010673,0.14628595898352054,Sand_Drift,2.386440207554201,11.937831180855888,28.488920320988736,3.0398341614173816,84.86542496934597,187.23733248727765,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-06-30 01:00:00,,707.1948215851417,0.0,0.0,4.134962128674111,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,4.474758341386726,20.287915881178726,90.78352081865673,8.550026836734496,57.41031034907964,212.1584464755425,-4.134962128674111,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Coastal,2025-06-30 02:00:00,,38.08017685856544,0.0,0.0,0.0,0.0,80.35154850533354,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,0.3583111052227636,29.45979572628641,10.555771966322531,18.161947324300225,15.037613591876998,11.424053057569632,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Desert,2025-06-30 03:00:00,,782.4622413774326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.31508775351204,0.5281996077423388,0.30441789955780363,0.2953069459045689,Stable,2.188299638538757,7.795375959471016,17.058618394384144,1.4521762823601914,92.7637590303886,234.73867241322978,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Coastal,2025-06-30 04:00:00,,613.6730463838438,0.0,0.0,0.0,0.0,78.11986257158422,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,6.064541860338811,29.315025450789594,177.78219898321112,19.292496231488567,3.9544242288587217,184.10191391515315,0.0,Normal_Operation,No action required. System healthy.
Himalayan,2025-06-30 05:00:00,,669.6241885669986,0.0,0.0,7.640374068768164,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.402601344226159,27.829922086360558,178.1838965598414,17.722047592580886,11.740889649480103,200.88725657009957,-7.640374068768164,Normal_Operation,No action required. System healthy.
Plain,2025-06-30 06:00:00,,461.9184528651019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,4.360298474297046,27.09020919861928,118.12139783712746,17.023374776472224,15.37098739423407,138.57553585953056,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Himalayan,2025-06-30 07:00:00,,742.0258235102336,0.0,0.0,-8.819284008363312,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,7.161430667566641,27.11456843012026,194.1791018932975,17.430193021703722,13.1608343394239,222.60774705307009,8.819284008363312,Normal_Operation,No action required. System healthy.
Plain,2025-06-30 08:00:00,,885.1950201429233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.54437317515384,27.525606597980858,235.1890546456252,17.699456408569684,11.768317531088623,265.558506042877,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-06-30 09:00:00,,650.7089746464226,0.0,0.0,0.0,0.0,91.15693431182298,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,6.483880649760488,29.59493929922938,191.8900542531096,19.63946680252315,2.2030369636531044,195.21269239392677,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-06-30 10:00:00,,681.7848279293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.37458332901114,27.428629940784038,174.84608715813775,17.0801967654007,14.93142008483016,204.53544837881836,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-06-30 11:00:00,,664.4808010482523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.7067913084426123,17.852884523510625,66.17691718237882,6.6328065473687445,66.96839545848563,199.34424031447568,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Desert,2025-06-30 12:00:00,,919.6471693795554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.98873550616091,0.49010783955814063,0.39968510340743774,0.29171701105785536,Stable,4.128186902737303,12.843253156555939,53.01934946943375,3.8406716921125654,80.85212370373459,275.8941508138666,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-06-30 13:00:00,,1000.0,0.0,0.0,0.0,0.0,92.63483082322513,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,9.59553347560568,28.917539270537617,277.47921610258555,18.48629021336346,7.814213919406798,300.0,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-30 14:00:00,,771.5315021631359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.902943179434555,0.3915956523946076,0.3222258771866476,0.21096558614462713,Stable,1.5162174112463709,5.9215902331279375,8.978418213735035,0.7751393857305676,96.13764112894933,231.45945064894076,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-06-30 15:00:00,,831.1784275575166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.898105202380893,29.331176216045243,231.66071546389765,18.566014038944356,7.46656655200103,249.35352826725494,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-30 16:00:00,,755.3330594403801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76288027935822,0.5006833542933419,0.2879040170631418,0.31220512580783616,Stable,1.157848588977478,4.393684573546613,5.0872214838930585,0.4486087589907166,97.7648403688592,226.59991783211402,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Himalayan,2025-06-30 17:00:00,,730.9143889507931,0.0,0.0,-7.984476195605419,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.644963231651762,27.623317951240562,183.55593212221962,16.726871270816517,16.66938983880142,219.27431668523792,7.984476195605419,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Desert,2025-06-30 18:00:00,,892.3324104785042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.530513526311559,0.5110854069759977,0.259431074955222,0.13913426076696556,Sand_Drift,5.3937410182165,19.079246305525736,102.90851339476977,7.682614389237521,61.701295337847625,267.69972314355124,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-06-30 19:00:00,,892.7813868151725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.217212417377167,28.66476805837295,235.5444880304986,17.575689831663052,12.383060362530474,267.83441604455174,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-06-30 20:00:00,,1117.2617505183584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.206155630801916,0.39289426315406933,0.3378764569604307,0.2676476542406876,Stable,3.93859507345194,10.336634033830014,40.71181588171855,2.4278129234924264,87.8898225688609,335.17852515550754,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-06-30 21:00:00,,695.9802496460696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.564178836905303,28.706195169949055,188.43259882265284,18.032338851556986,10.18211600207457,208.7940748938209,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-06-30 22:00:00,,0.0,0.0,0.0,0.0,0.0,81.2970623412733,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,0.0,28.940992495552287,0.0,0.0,100.0,0.0,0.0,High_Temperature_Loss,Monitor ventilation. Consider surface cooling.
Coastal,2025-06-30 23:00:00,,585.4653613896271,0.0,0.0,0.0,0.0,70.22657745466611,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,5.430795487322079,28.82519746823785,156.54375233167394,17.805289006391924,11.376755341183642,175.63960841688814,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 00:00:00,,1002.7079081832626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.918132807726845,0.3917416692120588,0.34931166976378003,0.25199665232781265,Stable,1.329615867470805,4.261869060819196,5.6666487283480995,0.3765060340963651,98.12245976457,300.81237245497874,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-01 01:00:00,,942.8807678055174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.911014024649717,0.4194793427050933,0.30282577772418445,0.234526446265028,Stable,3.3588084603906565,11.150245305587834,37.45153826783962,2.6461512443755995,86.80653133973117,282.86423034165523,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-07-01 02:00:00,,825.0304812173118,0.0,0.0,0.0,0.0,89.81327647266176,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,8.110476854042723,28.54126015929574,231.4832299071798,18.689922045502513,6.8512225179905295,247.50914436519355,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 03:00:00,,928.2729571140632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71743251186211,0.3792397440127546,0.27211107600769613,0.25096836637436565,Stable,2.386716023376527,7.8785272202988486,18.80380715729539,1.3494818303881435,93.271904898701,278.48188713421894,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-07-01 04:00:00,,423.92622223862907,0.0,0.0,0.0,0.0,77.12672101180729,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,3.899427534370652,27.978133989327127,109.09870603829361,17.129931422007054,14.884910420750597,127.17786667158872,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 05:00:00,,982.6765053535709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.38122946762342,0.41098557327886137,0.3665028299106025,0.27913652791637816,Sand_Drift,2.5849180736248925,7.592609560539889,19.62627367901671,1.3305815126368243,93.36508524595335,294.80295160607125,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-07-01 06:00:00,,71.00205954285661,0.0,0.0,0.0,0.0,70.24719662542302,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,0.6928971046323331,29.156404637637586,20.202388354907814,18.7923793481378,9.40884024313917,21.300617862856985,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 07:00:00,,883.4802636325965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00635051744657,0.42999377076406287,0.25562922911515834,0.15972158730073985,Stable,4.511546421111113,14.371036455132662,64.8355980868111,4.8887498872211035,75.62975341957083,265.0440790897789,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-01 08:00:00,,838.3377573482275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.436986054079178,0.47520761806882406,0.398472269066599,0.30004822951444915,Stable,4.066280641398047,14.955983092126928,60.815224520592224,4.83233244703468,75.91488916359404,251.50132720446823,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Himalayan,2025-07-01 09:00:00,,673.4321382015758,0.0,0.0,-8.478521204880481,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,Stable,6.2424946997753175,29.082236328774272,181.54570613998658,17.954411116875864,10.581674264872698,202.02964146047273,8.478521204880481,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 10:00:00,,1010.7290938887407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.481528435808066,0.4540612751575125,0.26327330908259844,0.22948632438095917,Sand_Drift,2.984229949849751,8.759501445924831,26.14036656068108,1.7230555752857888,91.40737760682379,303.2187281666222,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-01 11:00:00,,866.1907076756515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.999670632096702,0.4425989246732653,0.2360850993075666,0.30077264240873397,Stable,3.607553397273684,12.582328729018133,45.39142275198364,3.490879745273126,82.59913063116231,259.8572123026955,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-07-01 12:00:00,,545.7599400901419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.281215681536272,27.2093240673185,143.69830894832478,17.531882863612562,12.766302858773216,163.72798202704254,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 13:00:00,,721.7103896298548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41141418260776,0.4258413352537544,0.24248166513183167,0.28217588388249715,Stable,2.655824544009523,11.575717306242359,30.74307413643426,2.8372139700419683,85.86610565093919,216.51311688895643,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-01 14:00:00,,1116.4950015194681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.258115807296754,0.38460221250183113,0.24451395858533825,0.22844649295288352,Stable,3.292399077157222,9.179111079242954,30.221296846423133,1.8034570827748713,91.00418760452374,334.9485004558404,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-07-01 15:00:00,,345.20607677757414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,2.2415685262091896,20.261378480743204,45.41726830004613,8.754138462945596,56.56419620228497,103.56182303327223,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-07-01 16:00:00,,562.790048592964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.2599202959101685,29.61903807842176,155.79377953402673,18.433096434300758,8.2686539673141,168.8370145778892,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 17:00:00,,619.5109057427876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.551500540781007,0.4795858863390994,0.2881701947981576,0.24603369018118934,Stable,1.5223758430872578,7.5482600009124186,11.491288682730868,1.2352686492769072,93.85010036122024,185.85327172283627,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-07-01 18:00:00,,272.5631948183597,0.0,0.0,0.0,0.0,90.12471397440305,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Wind_High,1.823254513331799,19.298170051770096,35.18547564593439,8.585073255341001,57.489527104416524,81.7689584455079,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-07-01 19:00:00,,1127.7484236850971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.430331554661427,0.4784687078411856,0.27659137421995783,0.24897102864545678,Stable,6.039088300889571,15.233153251215878,91.99435758507573,5.435018748665032,72.88897493800508,338.3245271055291,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-07-01 20:00:00,,576.5575506704076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.544372091841242,28.031170206852412,155.41523779652422,17.949724806939667,10.664090961681893,172.96726520112227,0.0,Normal_Operation,No action required. System healthy.
Coastal,2025-07-01 21:00:00,,561.224593214039,0.0,0.0,0.0,0.0,82.93535472042245,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,5.561377822843855,28.072602515942894,156.1223490616754,18.52343566675416,7.820295184197179,168.3673779642117,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-07-01 22:00:00,,721.4114905984593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,7.084085420205812,27.983456090312792,198.2371932963544,18.302468719561567,8.824372040859185,216.4234471795378,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-01 23:00:00,,975.9682869761644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.935875188739258,0.41915757045041424,0.35123199124153576,0.33031301903633364,Stable,3.9540284579041427,13.140987073105622,51.9598368520101,3.54686171178568,82.31398247675429,292.79048609284933,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Plain,2025-07-02 00:00:00,,630.9706237723946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,5.820585439101415,28.65248033833126,166.77420985143053,17.602318332145238,12.358416401075656,189.29118713171837,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-07-02 01:00:00,,837.5865944102857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,8.103380286882356,27.603121518627958,223.67859077046796,17.789261007116565,11.335755287803718,251.2759783230857,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-07-02 02:00:00,,577.4033457458621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,3.4037569728541195,16.8014346544574,57.188000359062215,6.595279594870373,67.17502532028895,173.22100372375863,0.0,Soiling_Severe,🚨 URGENT: High-pressure water cleaning required immediately.
Desert,2025-07-02 03:00:00,,754.627390089101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.835892934474504,0.39494224294377883,0.34410374076447403,0.19297771066149735,Stable,4.063301707615976,16.014531412134815,65.07187283359707,5.74362371419522,71.38291786423233,226.3882170267303,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Plain,2025-07-02 04:00:00,,688.5917666294116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,6.824804258615321,28.46929434758131,194.297361303146,18.792889277055195,6.39769087067974,206.57752998882347,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-02 05:00:00,,903.6381830830487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.15076650184151,0.5278052218763541,0.2888244470492155,0.22809635716093463,Sand_Drift,3.473947887055921,11.871986322891507,41.242661801565745,3.0404689165739103,84.84235316653111,271.0914549249146,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-02 06:00:00,,835.6704898954099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.842826345940782,0.4623365225543466,0.45516922028824347,0.1708905974562429,Stable,2.893724687424482,9.847115421185482,28.494840994202754,2.271399819289486,88.67909767699433,250.70114696862296,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
Desert,2025-07-02 07:00:00,,1021.1588592532572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.367255176951875,0.46984841456625215,0.28816194666075035,0.2561954122818035,Stable,3.6507189835790084,10.954714378552044,39.992583741465864,2.6092245513545667,86.9878351991164,306.34765777597715,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Desert,2025-07-02 08:00:00,,1018.1896878744079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.069314482512569,0.47200739303498795,0.29482418224685675,0.21882454932548331,Stable,6.509867720248275,19.177243664205335,124.84131949294606,8.168722308859627,59.263009936755395,305.45690636232234,0.0,Dust_Accumulation_Loss,Scheduled cleaning recommended within 48 hours.
Coastal,2025-07-02 09:00:00,,403.8998332327686,0.0,0.0,0.0,0.0,87.13026865846173,0.0,0.0,0.0,0.0,0.25,0.35,0.4,Stable,3.925427645729323,28.539505878772648,112.02976537198869,18.46087361819567,8.300064459669477,121.16994996983057,0.0,Normal_Operation,No action required. System healthy.
Plain,2025-07-02 10:00:00,,936.7974886393779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,Stable,9.012162929458983,27.145039886981397,244.6355221881392,17.396968961675515,13.261886370660825,281.03924659181337,0.0,Normal_Operation,No action required. System healthy.
Desert,2025-07-02 11:00:00,,969.204528162014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.195008232275345,0.3898758150709354,0.23612910259338074,0.2248914246573711,Sand_Drift,2.769136915708759,8.324472674148852,23.0516045857944,1.584513126327479,92.09915778142529,290.7613584486042,0.0,Temperature_Severe,⚠️ WARNING: Critical temperature. Check cooling/ventilation.
